PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
96,Franklin & Marshall,D,FMC,3,,8.0,2.0,2.0,9.0,-26.0,Pass,Complete,12.0,,Logan Clouse,Complete,Ben Moir,,,,Brett Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:50,1490,0,14,14,3,2,3,,,,,,,
97,Franklin & Marshall,D,FMC,3,,8.0,3.0,1.0,10.0,-38.0,Run,Rush,14.0,Keshon Farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:50,1490,0,14,14,3,2,3,,,,,,,
98,Franklin & Marshall,D,FMC,3,,8.0,4.0,1.0,10.0,48.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Brett Gross,Anthony Trazzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:50,1490,0,14,14,3,2,3,,,,,,,
99,Franklin & Marshall,D,FMC,3,,8.0,5.0,2.0,6.0,44.0,Run,Rush,-6.0,Keshon Farmer,,,,,,,Ryan Bodolus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:50,1490,0,14,14,3,2,3,,,,,,,
100,Franklin & Marshall,D,FMC,3,,8.0,6.0,3.0,12.0,-50.0,Pass,Complete,7.0,,Logan Clouse,Complete,Jack O'Hearen,,,,Aaron Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,09:50,1490,0,14,14,3,2,3,holding,FMC,John DeSantis,,,,10.0
101,Franklin & Marshall,D,FMC,3,,8.0,7.0,3.0,22.0,-40.0,Run,Rush,-2.0,Keshon Farmer,,,,,,,Aaron Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,09:50,1490,0,14,14,3,2,3,,,,,,,
102,Franklin & Marshall,K,FMC,3,,,,4.0,24.0,-38.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,,J. Rodenberger,46.0,16.0,,,,,,,,,,,,,,,09:50,1490,0,14,14,3,2,3,,,,,,,
103,Franklin & Marshall,O,UC,3,,9.0,1.0,0.0,10.0,-16.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Nick Schnaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:18,1218,14,0,14,3,3,2,,,,,,,
104,Franklin & Marshall,O,UC,3,,9.0,2.0,2.0,10.0,-16.0,Pass,Complete,84.0,,Jack Psenicska,Complete,Zachary Throne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,05:18,1218,14,0,14,3,3,2,,,,,,,
105,Franklin & Marshall,K,UC,3,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dakota Wherrity,,,Good,,,,,,,,,05:02,1202,20,0,20,3,3,2,,,,,,,
106,Franklin & Marshall,K,UC,3,,,,,,,KO,Return,,,,,,,,,Jared O'Connell,,,,,,,Matt Scully,24,31.0,Dakota Wherrity,58.0,7.0,Return,,,,,,,,,,,,,,,,,,,05:02,1202,21,0,21,3,3,2,,,,,,,
107,Franklin & Marshall,D,FMC,3,,9.0,1.0,0.0,10.0,-31.0,Run,Rush,-4.0,Logan Clouse,,,,,,,,,True,Logan Clouse,,UC,Jack Ginley,,,,,,,,,,,,,,,,,,,,,,,,,Fumble,04:54,1194,0,21,21,3,2,3,,,,,,,
108,Franklin & Marshall,O,UC,3,,10.0,1.0,0.0,10.0,27.0,Pass,Complete,27.0,,Jack Psenicska,Complete,Octavious Carte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,04:49,1189,21,0,21,3,3,2,,,,,,,
109,Franklin & Marshall,K,UC,3,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dakota Wherrity,,,Good,,,,,,,,,04:38,1178,27,0,27,3,3,2,,,,,,,
110,Franklin & Marshall,K,UC,3,,,,,,,KO,Return,,,,,,,,,Connor Carter,Tristan Hulme,,,,,,Matt Scully,28,30.0,Dakota Wherrity,63.0,2.0,Return,,,,,,,,,,,,,,,,,,,04:38,1178,28,0,28,3,3,2,,,,,,,
111,Franklin & Marshall,D,FMC,3,,10.0,1.0,0.0,10.0,-30.0,Run,Rush,4.0,Jermaine Conyer,,,,,,,Ryan Bodolus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:30,1170,0,28,28,3,2,3,,,,,,,
112,Franklin & Marshall,D,FMC,3,,10.0,2.0,2.0,6.0,-34.0,Run,Rush,3.0,Jermaine Conyer,,,,,,,Brett Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:30,1170,0,28,28,3,2,3,,,,,,,
113,Franklin & Marshall,D,FMC,3,,10.0,3.0,3.0,3.0,-37.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Tim Walters,,,,Aaron Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,04:30,1170,0,28,28,3,2,3,,,,,,,
114,Franklin & Marshall,K,FMC,3,,,,4.0,3.0,-37.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,,J. Rodenberger,59.0,4.0,,,,,,,,,,,,,,,04:30,1170,0,28,28,3,2,3,,,,,,,
115,Franklin & Marshall,O,UC,3,,11.0,1.0,0.0,10.0,-4.0,Run,Rush,-1.0,Samuel Ragland,,,,,,,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:53,1073,28,0,28,3,3,2,,,,,,,
116,Franklin & Marshall,O,UC,3,,11.0,2.0,2.0,11.0,-3.0,Pass,Interception,0.0,,Jack Psenicska,Interception,,,Kell Hall,,Octavious Carte,,,,,,,Kell Hall,0,-26.0,,,,,,,,,,,,,,,,,,,,,,Interception,02:53,1073,28,0,28,3,3,2,,,,,,,
117,Franklin & Marshall,D,FMC,3,,11.0,1.0,0.0,10.0,26.0,Pass,Complete,23.0,,Jack O'Hearen,Complete,Tim Walters,,,,Aaron Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:15,1035,0,28,28,3,2,3,,,,,,,
118,Franklin & Marshall,D,FMC,3,,11.0,2.0,1.0,3.0,3.0,Run,Rush,0.0,Keshon Farmer,,,,,,,Brendan Shadle,Ethan Belville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:15,1035,0,28,28,3,2,3,,,,,,,
119,Franklin & Marshall,D,FMC,3,,11.0,3.0,2.0,3.0,3.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Jack O'Hearen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:15,1035,0,28,28,3,2,3,,,,,,,
120,Franklin & Marshall,D,FMC,3,,11.0,4.0,3.0,3.0,3.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Jack O'Hearen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:15,1035,0,28,28,3,2,3,,,,,,,
121,Franklin & Marshall,D,FMC,3,,11.0,5.0,4.0,3.0,3.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Jack O'Hearen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,02:15,1035,0,28,28,3,2,3,,,,,,,
122,Franklin & Marshall,O,UC,3,,12.0,1.0,0.0,10.0,-3.0,Run,Rush,25.0,Samuel Ragland,,,,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:46,946,28,0,28,3,3,2,,,,,,,
123,Franklin & Marshall,O,UC,4,,12.0,2.0,1.0,10.0,-28.0,Pass,Complete,13.0,,Jack Psenicska,Complete,Kevin DePrince,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,28,0,28,3,3,2,,,,,,,
124,Franklin & Marshall,O,UC,4,,12.0,3.0,1.0,10.0,-41.0,Run,Rush,5.0,Samuel Ragland,,,,,,,Calvin Krippner,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,15:00,900,28,0,28,3,3,2,holding,UC,Brett Johnson,,,,10.0
125,Franklin & Marshall,O,UC,4,,12.0,4.0,1.0,20.0,-31.0,Run,Rush,1.0,Samuel Ragland,,,,,,,Tom Papa,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,28,0,28,3,3,2,,,,,,,
126,Franklin & Marshall,O,UC,4,,12.0,5.0,2.0,19.0,-32.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Zachary Throne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,28,0,28,3,3,2,,,,,,,
127,Franklin & Marshall,O,UC,4,,12.0,6.0,3.0,19.0,-32.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Octavious Carte,,,,Kell Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,900,28,0,28,3,3,2,,,,,,,
128,Franklin & Marshall,K,UC,4,,,,4.0,19.0,-32.0,Punt,Return,,,,,,,,,Jack Thomas,,,,,,,Dan DiBeneditto,3,32.0,,,,,,Billy Cook,39.0,29.0,Return,,,,,,,,,,,,,,15:00,900,28,0,28,3,3,2,,,,,,,
129,Franklin & Marshall,D,FMC,4,,12.0,1.0,0.0,10.0,-32.0,Run,Rush,0.0,Jermaine Conyer,,,,,,,Brett Gross,Jack Ginley III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,767,0,28,28,3,2,3,,,,,,,
130,Franklin & Marshall,D,FMC,4,,12.0,2.0,2.0,10.0,-32.0,Pass,Complete,9.0,,Logan Clouse,Complete,Ben Moir,,,,Jeffrey Lockwoo,Brett Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,767,0,28,28,3,2,3,,,,,,,
131,Franklin & Marshall,D,FMC,4,,12.0,3.0,3.0,1.0,-41.0,Run,Rush,2.0,Jermaine Conyer,,,,,,,Jonathan Klee,Anthony Trazzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,767,0,28,28,3,2,3,,,,,,,
132,Franklin & Marshall,D,FMC,4,,12.0,4.0,1.0,10.0,-43.0,Run,Rush,2.0,Jermaine Conyer,,,,,,,Anthony Trazzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,767,0,28,28,3,2,3,,,,,,,
133,Franklin & Marshall,D,FMC,4,,12.0,5.0,2.0,8.0,-45.0,Pass,Complete,3.0,,Logan Clouse,Complete,Will Higson,,,,Jonathan Klee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,767,0,28,28,3,2,3,,,,,,,
134,Franklin & Marshall,D,FMC,4,,12.0,6.0,3.0,5.0,-48.0,Pass,Complete,22.0,,Logan Clouse,Complete,Jack O'Hearen,,,,Aaron Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,767,0,28,28,3,2,3,,,,,,,
135,Franklin & Marshall,D,FMC,4,,12.0,7.0,1.0,10.0,30.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Tim Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,767,0,28,28,3,2,3,,,,,,,
136,Franklin & Marshall,D,FMC,4,,12.0,8.0,2.0,10.0,30.0,Run,Rush,4.0,Jermaine Conyer,,,,,,,Jeffrey Lockwoo,Ryan Bodolus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,767,0,28,28,3,2,3,,,,,,,
137,Franklin & Marshall,D,FMC,4,,12.0,9.0,3.0,6.0,26.0,Run,Rush,2.0,Logan Clouse,,,,,,,Ryan DiVergilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,767,0,28,28,3,2,3,,,,,,,
138,Franklin & Marshall,D,FMC,4,,12.0,10.0,4.0,4.0,24.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Ben Moir,,,,Aaron Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,12:47,767,0,28,28,3,2,3,,,,,,,
139,Franklin & Marshall,O,UC,4,,13.0,1.0,0.0,10.0,-24.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Kevin DePrince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:22,442,28,0,28,3,3,2,,,,,,,
140,Franklin & Marshall,O,UC,4,,13.0,2.0,2.0,10.0,-24.0,Run,Rush,13.0,Samuel Ragland,,,,,,,Calvin Krippner,Luke Strauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:22,442,28,0,28,3,3,2,,,,,,,
141,Franklin & Marshall,O,UC,4,,13.0,3.0,1.0,10.0,-37.0,Run,Rush,6.0,Samuel Ragland,,,,,,,Bobby Buchys,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:22,442,28,0,28,3,3,2,,,,,,,
142,Franklin & Marshall,O,UC,4,,13.0,4.0,2.0,4.0,-43.0,Run,Rush,-1.0,Samuel Ragland,,,,,,,Peyton Snopek,Luke Strauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:22,442,28,0,28,3,3,2,,,,,,,
143,Franklin & Marshall,O,UC,4,,13.0,5.0,3.0,5.0,-42.0,Run,Rush,4.0,Tony Holden,,,,,,,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,07:22,442,28,0,28,3,3,2,,,,,,,
144,Franklin & Marshall,K,UC,4,,,,4.0,1.0,-46.0,Punt,,,,,,,,,,,,,,,,,,,,,,,,,Billy Cook,38.0,16.0,,,,,,,,,,,,,,,07:22,442,28,0,28,3,3,2,,,,,,,
145,Franklin & Marshall,D,FMC,4,,13.0,1.0,0.0,10.0,-16.0,Run,Rush,-1.0,Mitch Wagner,,,,,,,Ryan DiVergilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:14,254,0,28,28,3,2,3,,,,,,,
146,Franklin & Marshall,D,FMC,4,,13.0,2.0,2.0,11.0,-15.0,Pass,Incomplete,0.0,,Jakob Hoffman,Incomplete,Nate Calderone,,,,Aaron Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:14,254,0,28,28,3,2,3,,,,,,,
147,Franklin & Marshall,D,FMC,4,,13.0,3.0,3.0,11.0,-15.0,Pass,Incomplete,0.0,,Jakob Hoffman,Incomplete,Nate Calderone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,04:14,254,0,28,28,3,2,3,,,,,,,
148,Franklin & Marshall,K,FMC,4,,,,4.0,11.0,-15.0,Punt Ret,Return,,,,,,,,,Jacob Hille,,,,,,,Dash Dulgerian,8,-39.0,,,,,,J. Rodenberger,32.0,-47.0,Return,,,,,,,,,,,,,,04:14,254,0,28,28,3,2,3,,,,,,,
149,Franklin & Marshall,O,UC,4,,14.0,1.0,0.0,10.0,39.0,Run,Rush,-3.0,Tony Holden,,,,,,,Peyton Snopek,Kyle Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:19,199,28,0,28,3,3,2,,,,,,,
150,Franklin & Marshall,O,UC,4,,14.0,2.0,2.0,13.0,42.0,Run,Rush,3.0,Jalen Bradford,,,,,,,Zhymir Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:19,199,28,0,28,3,3,2,,,,,,,
151,Franklin & Marshall,O,UC,4,,14.0,3.0,3.0,10.0,39.0,Run,Rush,0.0,Tony Holden,,,,,,,Luke Strauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,03:19,199,28,0,28,3,3,2,,,,,,,
152,Franklin & Marshall,K,UC,4,,,,4.0,10.0,39.0,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,,Billy Cook,24.0,15.0,Out of bounds,,,,,,,,,,,,,,03:19,199,28,0,28,3,3,2,,,,,,,
153,Franklin & Marshall,D,FMC,4,,14.0,1.0,0.0,10.0,-15.0,Run,Rush,2.0,Mitch Wagner,,,,,,,Julian Jones,Tristan Hulme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:54,54,0,28,28,3,2,3,,,,,,,
154,Franklin & Marshall,D,FMC,4,,14.0,2.0,2.0,8.0,-17.0,Pass,Incomplete,0.0,,Jakob Hoffman,Incomplete,Danny Solecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:54,54,0,28,28,3,2,3,,,,,,,
155,Franklin & Marshall,D,FMC,4,,14.0,3.0,3.0,8.0,-17.0,Run,Rush,8.0,Jakob Hoffman,,,,,,,Julian Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Game,00:54,54,0,28,28,3,2,3,,,,,,,
